query_name,sequence_id,frequency,step_count,join_steps,document_count,plan_signature,filters_json,structural_cost,plan_utility,total_document_structural_cost,filter_count,required_secondary_indexes,origin,steps_json
Q6_TechUSListedSecuritiesWithHighLastTradedValue,Q6_S2,1.0,4,3,4,ListedSecurity -> Security -> Corporation -> Country,{},59.0,0.016666666667,4.0,0,[],initial_single_level_documents,"[{""entity"": ""ListedSecurity"", ""children"": []}, {""entity"": ""Security"", ""children"": []}, {""entity"": ""Corporation"", ""children"": []}, {""entity"": ""Country"", ""children"": []}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S1,1.0,2,1,2,Person -> FinancialServiceAccount|{Transaction|{ListedSecurity}},"{""transaction_subtype"": ""buy""}",30.0,0.032258064516,4.75,1,[],initial_single_level_documents+merge_step_1+inner_compaction_simplified+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S1,1.0,2,1,2,Person|{FinancialServiceAccount|{Transaction}} -> ListedSecurity,"{""transaction_subtype"": ""buy""}",30.0,0.032258064516,4.75,1,[],initial_single_level_documents+merge_step_0+inner_compaction_simplified+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": []}]}]}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S1,1.0,2,1,2,Person|{FinancialServiceAccount} -> Transaction|{ListedSecurity},"{""transaction_subtype"": ""buy""}",30.25,0.032,5.0,1,[],initial_single_level_documents+merge_step_0+inner_compaction_simplified+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": []}]}, {""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S1,1.0,3,2,3,Person -> FinancialServiceAccount -> Transaction|{ListedSecurity},"{""transaction_subtype"": ""buy""}",44.75,0.021857923497,4.5,1,[],initial_single_level_documents+merge_step_2+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": []}, {""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S1,1.0,3,2,3,Person -> FinancialServiceAccount|{Transaction} -> ListedSecurity,"{""transaction_subtype"": ""buy""}",44.75,0.021857923497,4.5,1,[],initial_single_level_documents+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": []}]}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S1,1.0,3,2,3,Person|{FinancialServiceAccount} -> Transaction -> ListedSecurity,"{""transaction_subtype"": ""buy""}",44.75,0.021857923497,4.5,1,[],initial_single_level_documents+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": []}]}, {""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S1,1.0,4,3,4,Person -> FinancialServiceAccount -> Transaction -> ListedSecurity,"{""transaction_subtype"": ""buy""}",59.25,0.016597510373,4.0,1,[],initial_single_level_documents,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": []}, {""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S2,1.0,2,1,2,Person -> FinancialServiceAccount|{Transaction|{ListedSecurity}},"{""transaction_subtype"": ""sell""}",30.0,0.032258064516,4.75,1,[],initial_single_level_documents+merge_step_1+inner_compaction_simplified+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S2,1.0,2,1,2,Person|{FinancialServiceAccount|{Transaction}} -> ListedSecurity,"{""transaction_subtype"": ""sell""}",30.0,0.032258064516,4.75,1,[],initial_single_level_documents+merge_step_0+inner_compaction_simplified+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": []}]}]}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S2,1.0,2,1,2,Person|{FinancialServiceAccount} -> Transaction|{ListedSecurity},"{""transaction_subtype"": ""sell""}",30.25,0.032,5.0,1,[],initial_single_level_documents+merge_step_0+inner_compaction_simplified+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": []}]}, {""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S2,1.0,3,2,3,Person -> FinancialServiceAccount -> Transaction|{ListedSecurity},"{""transaction_subtype"": ""sell""}",44.75,0.021857923497,4.5,1,[],initial_single_level_documents+merge_step_2+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": []}, {""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S2,1.0,3,2,3,Person -> FinancialServiceAccount|{Transaction} -> ListedSecurity,"{""transaction_subtype"": ""sell""}",44.75,0.021857923497,4.5,1,[],initial_single_level_documents+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": []}]}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S2,1.0,3,2,3,Person|{FinancialServiceAccount} -> Transaction -> ListedSecurity,"{""transaction_subtype"": ""sell""}",44.75,0.021857923497,4.5,1,[],initial_single_level_documents+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": []}]}, {""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S2,1.0,4,3,4,Person -> FinancialServiceAccount -> Transaction -> ListedSecurity,"{""transaction_subtype"": ""sell""}",59.25,0.016597510373,4.0,1,[],initial_single_level_documents,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": []}, {""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q8_IBMTransactionsBelowAverageSellingPrice,Q8_S1,1.0,1,0,1,Transaction|{ListedSecurity},{},12.5,0.074074074074,2.5,0,[],initial_single_level_documents+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q8_IBMTransactionsBelowAverageSellingPrice,Q8_S1,1.0,2,1,2,Transaction -> ListedSecurity,{},27.0,0.035714285714,2.0,0,[],initial_single_level_documents,"[{""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q8_IBMTransactionsBelowAverageSellingPrice,Q8_S2,1.0,1,0,1,Transaction|{ListedSecurity},"{""transaction_subtype"": ""sell""}",12.75,0.072727272727,2.5,1,[],initial_single_level_documents+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q8_IBMTransactionsBelowAverageSellingPrice,Q8_S2,1.0,2,1,2,Transaction -> ListedSecurity,"{""transaction_subtype"": ""sell""}",27.25,0.035398230088,2.0,1,[],initial_single_level_documents,"[{""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S1,1.0,2,1,2,Person -> FinancialServiceAccount|{Transaction|{ListedSecurity}},"{""transaction_subtype"": ""buy""}",30.0,0.032258064516,4.75,1,[],initial_single_level_documents+merge_step_1+inner_compaction_simplified+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S1,1.0,2,1,2,Person|{FinancialServiceAccount|{Transaction}} -> ListedSecurity,"{""transaction_subtype"": ""buy""}",30.0,0.032258064516,4.75,1,[],initial_single_level_documents+merge_step_0+inner_compaction_simplified+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": []}]}]}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S1,1.0,2,1,2,Person|{FinancialServiceAccount} -> Transaction|{ListedSecurity},"{""transaction_subtype"": ""buy""}",30.25,0.032,5.0,1,[],initial_single_level_documents+merge_step_0+inner_compaction_simplified+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": []}]}, {""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S1,1.0,3,2,3,Person -> FinancialServiceAccount -> Transaction|{ListedSecurity},"{""transaction_subtype"": ""buy""}",44.75,0.021857923497,4.5,1,[],initial_single_level_documents+merge_step_2+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": []}, {""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S1,1.0,3,2,3,Person -> FinancialServiceAccount|{Transaction} -> ListedSecurity,"{""transaction_subtype"": ""buy""}",44.75,0.021857923497,4.5,1,[],initial_single_level_documents+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": []}]}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S1,1.0,3,2,3,Person|{FinancialServiceAccount} -> Transaction -> ListedSecurity,"{""transaction_subtype"": ""buy""}",44.75,0.021857923497,4.5,1,[],initial_single_level_documents+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": []}]}, {""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S1,1.0,4,3,4,Person -> FinancialServiceAccount -> Transaction -> ListedSecurity,"{""transaction_subtype"": ""buy""}",59.25,0.016597510373,4.0,1,[],initial_single_level_documents,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": []}, {""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S2,1.0,2,1,2,Person -> FinancialServiceAccount|{Transaction|{ListedSecurity}},"{""transaction_subtype"": ""sell""}",30.0,0.032258064516,4.75,1,[],initial_single_level_documents+merge_step_1+inner_compaction_simplified+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S2,1.0,2,1,2,Person|{FinancialServiceAccount|{Transaction}} -> ListedSecurity,"{""transaction_subtype"": ""sell""}",30.0,0.032258064516,4.75,1,[],initial_single_level_documents+merge_step_0+inner_compaction_simplified+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": []}]}]}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S2,1.0,2,1,2,Person|{FinancialServiceAccount} -> Transaction|{ListedSecurity},"{""transaction_subtype"": ""sell""}",30.25,0.032,5.0,1,[],initial_single_level_documents+merge_step_0+inner_compaction_simplified+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": []}]}, {""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S2,1.0,3,2,3,Person -> FinancialServiceAccount -> Transaction|{ListedSecurity},"{""transaction_subtype"": ""sell""}",44.75,0.021857923497,4.5,1,[],initial_single_level_documents+merge_step_2+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": []}, {""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S2,1.0,3,2,3,Person -> FinancialServiceAccount|{Transaction} -> ListedSecurity,"{""transaction_subtype"": ""sell""}",44.75,0.021857923497,4.5,1,[],initial_single_level_documents+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": []}]}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S2,1.0,3,2,3,Person|{FinancialServiceAccount} -> Transaction -> ListedSecurity,"{""transaction_subtype"": ""sell""}",44.75,0.021857923497,4.5,1,[],initial_single_level_documents+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": []}]}, {""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S2,1.0,4,3,4,Person -> FinancialServiceAccount -> Transaction -> ListedSecurity,"{""transaction_subtype"": ""sell""}",59.25,0.016597510373,4.0,1,[],initial_single_level_documents,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": []}, {""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
