query_name,sequence_id,frequency,step_count,plan_signature,filters_json,required_secondary_indexes,origin,steps_json
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S1,1.0,3,Person|{FinancialServiceAccount} -> Transaction -> ListedSecurity,"{""transaction_subtype"": ""buy""}",[],initial_single_level_documents+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": []}]}, {""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S1,1.0,4,Person -> FinancialServiceAccount -> Transaction -> ListedSecurity,"{""transaction_subtype"": ""buy""}",[],initial_single_level_documents,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": []}, {""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S2,1.0,2,Person -> FinancialServiceAccount|{Transaction|{ListedSecurity}},"{""transaction_subtype"": ""sell""}",[],initial_single_level_documents+merge_step_1+inner_compaction_simplified+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S2,1.0,2,Person|{FinancialServiceAccount|{Transaction}} -> ListedSecurity,"{""transaction_subtype"": ""sell""}",[],initial_single_level_documents+merge_step_0+inner_compaction_simplified+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": []}]}]}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S2,1.0,2,Person|{FinancialServiceAccount} -> Transaction|{ListedSecurity},"{""transaction_subtype"": ""sell""}",[],initial_single_level_documents+merge_step_0+inner_compaction_simplified+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": []}]}, {""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S2,1.0,3,Person -> FinancialServiceAccount -> Transaction|{ListedSecurity},"{""transaction_subtype"": ""sell""}",[],initial_single_level_documents+merge_step_2+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": []}, {""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S2,1.0,3,Person -> FinancialServiceAccount|{Transaction} -> ListedSecurity,"{""transaction_subtype"": ""sell""}",[],initial_single_level_documents+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": []}]}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S2,1.0,3,Person|{FinancialServiceAccount} -> Transaction -> ListedSecurity,"{""transaction_subtype"": ""sell""}",[],initial_single_level_documents+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": []}]}, {""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q7_PersonsWhoBoughtMoreIBMThanSold,Q7_S2,1.0,4,Person -> FinancialServiceAccount -> Transaction -> ListedSecurity,"{""transaction_subtype"": ""sell""}",[],initial_single_level_documents,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": []}, {""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q8_IBMTransactionsBelowAverageSellingPrice,Q8_S1,1.0,1,Transaction|{ListedSecurity},{},[],initial_single_level_documents+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q8_IBMTransactionsBelowAverageSellingPrice,Q8_S1,1.0,2,Transaction -> ListedSecurity,{},[],initial_single_level_documents,"[{""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q8_IBMTransactionsBelowAverageSellingPrice,Q8_S2,1.0,1,Transaction|{ListedSecurity},"{""transaction_subtype"": ""sell""}",[],initial_single_level_documents+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q8_IBMTransactionsBelowAverageSellingPrice,Q8_S2,1.0,2,Transaction -> ListedSecurity,"{""transaction_subtype"": ""sell""}",[],initial_single_level_documents,"[{""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S1,1.0,2,Person -> FinancialServiceAccount|{Transaction|{ListedSecurity}},"{""transaction_subtype"": ""buy""}",[],initial_single_level_documents+merge_step_1+inner_compaction_simplified+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S1,1.0,2,Person|{FinancialServiceAccount|{Transaction}} -> ListedSecurity,"{""transaction_subtype"": ""buy""}",[],initial_single_level_documents+merge_step_0+inner_compaction_simplified+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": []}]}]}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S1,1.0,2,Person|{FinancialServiceAccount} -> Transaction|{ListedSecurity},"{""transaction_subtype"": ""buy""}",[],initial_single_level_documents+merge_step_0+inner_compaction_simplified+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": []}]}, {""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S1,1.0,3,Person -> FinancialServiceAccount -> Transaction|{ListedSecurity},"{""transaction_subtype"": ""buy""}",[],initial_single_level_documents+merge_step_2+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": []}, {""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S1,1.0,3,Person -> FinancialServiceAccount|{Transaction} -> ListedSecurity,"{""transaction_subtype"": ""buy""}",[],initial_single_level_documents+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": []}]}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S1,1.0,3,Person|{FinancialServiceAccount} -> Transaction -> ListedSecurity,"{""transaction_subtype"": ""buy""}",[],initial_single_level_documents+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": []}]}, {""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S1,1.0,4,Person -> FinancialServiceAccount -> Transaction -> ListedSecurity,"{""transaction_subtype"": ""buy""}",[],initial_single_level_documents,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": []}, {""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S2,1.0,2,Person -> FinancialServiceAccount|{Transaction|{ListedSecurity}},"{""transaction_subtype"": ""sell""}",[],initial_single_level_documents+merge_step_1+inner_compaction_simplified+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S2,1.0,2,Person|{FinancialServiceAccount|{Transaction}} -> ListedSecurity,"{""transaction_subtype"": ""sell""}",[],initial_single_level_documents+merge_step_0+inner_compaction_simplified+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": []}]}]}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S2,1.0,2,Person|{FinancialServiceAccount} -> Transaction|{ListedSecurity},"{""transaction_subtype"": ""sell""}",[],initial_single_level_documents+merge_step_0+inner_compaction_simplified+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": []}]}, {""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S2,1.0,3,Person -> FinancialServiceAccount -> Transaction|{ListedSecurity},"{""transaction_subtype"": ""sell""}",[],initial_single_level_documents+merge_step_2+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": []}, {""entity"": ""Transaction"", ""children"": [{""entity"": ""ListedSecurity"", ""children"": []}]}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S2,1.0,3,Person -> FinancialServiceAccount|{Transaction} -> ListedSecurity,"{""transaction_subtype"": ""sell""}",[],initial_single_level_documents+merge_step_1+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": [{""entity"": ""Transaction"", ""children"": []}]}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S2,1.0,3,Person|{FinancialServiceAccount} -> Transaction -> ListedSecurity,"{""transaction_subtype"": ""sell""}",[],initial_single_level_documents+merge_step_0+inner_compaction_simplified,"[{""entity"": ""Person"", ""children"": [{""entity"": ""FinancialServiceAccount"", ""children"": []}]}, {""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
Q9_PersonsWhoBoughtAndSoldSameStock,Q9_S2,1.0,4,Person -> FinancialServiceAccount -> Transaction -> ListedSecurity,"{""transaction_subtype"": ""sell""}",[],initial_single_level_documents,"[{""entity"": ""Person"", ""children"": []}, {""entity"": ""FinancialServiceAccount"", ""children"": []}, {""entity"": ""Transaction"", ""children"": []}, {""entity"": ""ListedSecurity"", ""children"": []}]"
