dataset,scale_label,query_name,run_phase,available_config_count,available_g_classes,schema_lens_g_classes,schema_lens_class_count,dominant_semantics,depth_D,metadata_status
ldbc_snb,sf1,IC5_NewGroups,hot,6,G0|G3|G4|G6|G7|G9,G0|G3|G4|G6|G7|G9,6,association,2,provisional
ldbc_snb,sf1,IC6_TagCoOccurrence,cold,2,G0|G3,G0|G3,2,association,2,provisional
ldbc_snb,sf1,IC6_TagCoOccurrence,hot,2,G0|G3,G0|G3,2,association,2,provisional
ldbc_snb,sf1,IC7_RecentLikers,cold,4,G0|G3|G4|G6,G0|G3|G4|G6,4,association,2,provisional
ldbc_snb,sf1,IC7_RecentLikers,hot,4,G0|G3|G4|G6,G0|G3|G4|G6,4,association,2,provisional
ldbc_snb,sf1,INS1_AddPerson,cold,2,G0|G3,G0|G3,2,local,0,provisional
ldbc_snb,sf1,INS1_AddPerson,hot,2,G0|G3,G0|G3,2,local,0,provisional
ldbc_snb,sf1,INS2_AddLikeToPost,cold,2,G4|G6,G4|G6,2,association,1,provisional
ldbc_snb,sf1,INS2_AddLikeToPost,hot,2,G4|G6,G4|G6,2,association,1,provisional
ldbc_snb,sf1,INS3_AddLikeToComment,cold,2,G4|G6,G4|G6,2,association,1,provisional
ldbc_snb,sf1,INS3_AddLikeToComment,hot,2,G4|G6,G4|G6,2,association,1,provisional
ldbc_snb,sf1,INS4_AddForum,cold,2,G0|G3,G0|G3,2,local,0,provisional
ldbc_snb,sf1,INS4_AddForum,hot,2,G0|G3,G0|G3,2,local,0,provisional
ldbc_snb,sf1,INS5_AddForumMembership,cold,2,G4|G6,G4|G6,2,association,1,provisional
ldbc_snb,sf1,INS5_AddForumMembership,hot,2,G4|G6,G4|G6,2,association,1,provisional
ldbc_snb,sf1,INS6_AddPost,cold,4,G0|G3|G7|G9,G0|G3|G7|G9,4,containment,1,provisional
ldbc_snb,sf1,INS6_AddPost,hot,4,G0|G3|G7|G9,G0|G3|G7|G9,4,containment,1,provisional
ldbc_snb,sf1,INS7_AddComment,cold,4,G0|G3|G7|G9,G0|G3|G7|G9,4,containment,1,provisional
ldbc_snb,sf1,INS7_AddComment,hot,4,G0|G3|G7|G9,G0|G3|G7|G9,4,containment,1,provisional
ldbc_snb,sf1,INS8_AddFriendship,cold,2,G0|G3,G0|G3,2,association,1,provisional
ldbc_snb,sf1,INS8_AddFriendship,hot,2,G0|G3,G0|G3,2,association,1,provisional
ldbc_snb,sf1,IS1_ProfileOfPerson,cold,2,G0|G3,G0|G3,2,local,0,provisional
ldbc_snb,sf1,IS1_ProfileOfPerson,hot,2,G0|G3,G0|G3,2,local,0,provisional
ldbc_snb,sf1,IS2_RecentMessagesOfPerson,cold,6,G0|G3|G4|G6|G7|G9,G0|G3|G4|G6|G7|G9,6,association,1,provisional
ldbc_snb,sf1,IS2_RecentMessagesOfPerson,hot,6,G0|G3|G4|G6|G7|G9,G0|G3|G4|G6|G7|G9,6,association,1,provisional
ldbc_snb,sf1,IS3_FriendsOfPerson,cold,2,G0|G3,G0|G3,2,association,1,provisional
ldbc_snb,sf1,IS3_FriendsOfPerson,hot,2,G0|G3,G0|G3,2,association,1,provisional
ldbc_snb,sf1,IS4_ContentOfMessage,cold,2,G0|G1,G1,1,local,0,provisional
ldbc_snb,sf1,IS4_ContentOfMessage,hot,2,G0|G1,G1,1,local,0,provisional
ldbc_snb,sf1,IS5_CreatorOfMessage,cold,2,G0|G3,G0|G3,2,association,1,provisional
ldbc_snb,sf1,IS5_CreatorOfMessage,hot,2,G0|G3,G0|G3,2,association,1,provisional
ldbc_snb,sf1,IS6_ForumOfMessage,cold,4,G0|G3|G7|G9,G0|G3|G7|G9,4,association,1,provisional
ldbc_snb,sf1,IS6_ForumOfMessage,hot,4,G0|G3|G7|G9,G0|G3|G7|G9,4,association,1,provisional
ldbc_snb,sf1,IS7_RepliesOfMessage,cold,4,G0|G3|G7|G9,G0|G3|G7|G9,4,containment,1,provisional
ldbc_snb,sf1,IS7_RepliesOfMessage,hot,4,G0|G3|G7|G9,G0|G3|G7|G9,4,containment,1,provisional
ldbc_snb,sf3,IC1_TransitiveFriendsWithName,cold,2,G0|G3,G0|G3,2,association,2,provisional
ldbc_snb,sf3,IC1_TransitiveFriendsWithName,hot,2,G0|G3,G0|G3,2,association,2,provisional
ldbc_snb,sf3,IC2_RecentMessagesByFriends,cold,2,G0|G3,G0|G3,2,association,2,provisional
ldbc_snb,sf3,IC2_RecentMessagesByFriends,hot,2,G0|G3,G0|G3,2,association,2,provisional
ldbc_snb,sf3,IC3_FriendsAndFriendsOfFriendsInCountries,cold,4,G0|G3|G7|G9,G0|G3|G7|G9,4,association,3,provisional
ldbc_snb,sf3,IC3_FriendsAndFriendsOfFriendsInCountries,hot,4,G0|G3|G7|G9,G0|G3|G7|G9,4,association,3,provisional
ldbc_snb,sf3,IC4_NewTopics,cold,2,G0|G3,G0|G3,2,association,2,provisional
ldbc_snb,sf3,IC4_NewTopics,hot,2,G0|G3,G0|G3,2,association,2,provisional
ldbc_snb,sf3,IC5_NewGroups,cold,6,G0|G3|G4|G6|G7|G9,G0|G3|G4|G6|G7|G9,6,association,2,provisional
ldbc_snb,sf3,IC5_NewGroups,hot,6,G0|G3|G4|G6|G7|G9,G0|G3|G4|G6|G7|G9,6,association,2,provisional
ldbc_snb,sf3,IC6_TagCoOccurrence,cold,2,G0|G3,G0|G3,2,association,2,provisional
ldbc_snb,sf3,IC6_TagCoOccurrence,hot,2,G0|G3,G0|G3,2,association,2,provisional
ldbc_snb,sf3,IC7_RecentLikers,cold,4,G0|G3|G4|G6,G0|G3|G4|G6,4,association,2,provisional
ldbc_snb,sf3,IC7_RecentLikers,hot,4,G0|G3|G4|G6,G0|G3|G4|G6,4,association,2,provisional
ldbc_snb,sf3,INS1_AddPerson,cold,2,G0|G3,G0|G3,2,local,0,provisional
ldbc_snb,sf3,INS1_AddPerson,hot,2,G0|G3,G0|G3,2,local,0,provisional
ldbc_snb,sf3,INS2_AddLikeToPost,cold,2,G4|G6,G4|G6,2,association,1,provisional
ldbc_snb,sf3,INS2_AddLikeToPost,hot,2,G4|G6,G4|G6,2,association,1,provisional
ldbc_snb,sf3,INS3_AddLikeToComment,cold,2,G4|G6,G4|G6,2,association,1,provisional
ldbc_snb,sf3,INS3_AddLikeToComment,hot,2,G4|G6,G4|G6,2,association,1,provisional
ldbc_snb,sf3,INS4_AddForum,cold,2,G0|G3,G0|G3,2,local,0,provisional
ldbc_snb,sf3,INS4_AddForum,hot,2,G0|G3,G0|G3,2,local,0,provisional
ldbc_snb,sf3,INS5_AddForumMembership,cold,2,G4|G6,G4|G6,2,association,1,provisional
ldbc_snb,sf3,INS5_AddForumMembership,hot,2,G4|G6,G4|G6,2,association,1,provisional
ldbc_snb,sf3,INS6_AddPost,cold,4,G0|G3|G7|G9,G0|G3|G7|G9,4,containment,1,provisional
ldbc_snb,sf3,INS6_AddPost,hot,4,G0|G3|G7|G9,G0|G3|G7|G9,4,containment,1,provisional
ldbc_snb,sf3,INS7_AddComment,cold,4,G0|G3|G7|G9,G0|G3|G7|G9,4,containment,1,provisional
ldbc_snb,sf3,INS7_AddComment,hot,4,G0|G3|G7|G9,G0|G3|G7|G9,4,containment,1,provisional
ldbc_snb,sf3,INS8_AddFriendship,cold,2,G0|G3,G0|G3,2,association,1,provisional
ldbc_snb,sf3,INS8_AddFriendship,hot,2,G0|G3,G0|G3,2,association,1,provisional
ldbc_snb,sf3,IS1_ProfileOfPerson,cold,2,G0|G3,G0|G3,2,local,0,provisional
ldbc_snb,sf3,IS1_ProfileOfPerson,hot,2,G0|G3,G0|G3,2,local,0,provisional
ldbc_snb,sf3,IS2_RecentMessagesOfPerson,cold,6,G0|G3|G4|G6|G7|G9,G0|G3|G4|G6|G7|G9,6,association,1,provisional
ldbc_snb,sf3,IS2_RecentMessagesOfPerson,hot,6,G0|G3|G4|G6|G7|G9,G0|G3|G4|G6|G7|G9,6,association,1,provisional
ldbc_snb,sf3,IS3_FriendsOfPerson,cold,2,G0|G3,G0|G3,2,association,1,provisional
ldbc_snb,sf3,IS3_FriendsOfPerson,hot,2,G0|G3,G0|G3,2,association,1,provisional
ldbc_snb,sf3,IS4_ContentOfMessage,cold,2,G0|G1,G1,1,local,0,provisional
ldbc_snb,sf3,IS4_ContentOfMessage,hot,2,G0|G1,G1,1,local,0,provisional
ldbc_snb,sf3,IS5_CreatorOfMessage,cold,2,G0|G3,G0|G3,2,association,1,provisional
ldbc_snb,sf3,IS5_CreatorOfMessage,hot,2,G0|G3,G0|G3,2,association,1,provisional
ldbc_snb,sf3,IS6_ForumOfMessage,cold,4,G0|G3|G7|G9,G0|G3|G7|G9,4,association,1,provisional
ldbc_snb,sf3,IS6_ForumOfMessage,hot,4,G0|G3|G7|G9,G0|G3|G7|G9,4,association,1,provisional
ldbc_snb,sf3,IS7_RepliesOfMessage,cold,4,G0|G3|G7|G9,G0|G3|G7|G9,4,containment,1,provisional
ldbc_snb,sf3,IS7_RepliesOfMessage,hot,4,G0|G3|G7|G9,G0|G3|G7|G9,4,containment,1,provisional
